shape_area,shape_perimeter,shape_eccentricity,shape_solidity,shape_circularity,shape_convexity,hu_0,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,HSV_mean_0,HSV_std_0,HSV_min_0,HSV_max_0,HSV_mean_1,HSV_std_1,HSV_min_1,HSV_max_1,HSV_mean_2,HSV_std_2,HSV_min_2,HSV_max_2,LAB_mean_0,LAB_std_0,LAB_min_0,LAB_max_0,LAB_mean_1,LAB_std_1,LAB_min_1,LAB_max_1,LAB_mean_2,LAB_std_2,LAB_min_2,LAB_max_2,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,lbp_10,lbp_11,lbp_12,lbp_13,lbp_14,lbp_15,lbp_16,lbp_17,lbp_18,lbp_19,lbp_20,lbp_21,lbp_22,lbp_23,lbp_24,lbp_25,lbp_26,lbp_27,lbp_28,lbp_29,lbp_30,lbp_31,lbp_32,lbp_33,lbp_34,lbp_35,lbp_36,lbp_37,lbp_38,lbp_39,lbp_40,lbp_41,lbp_42,lbp_43,lbp_44,lbp_45,lbp_46,lbp_47,lbp_48,lbp_49,lbp_50,lbp_51,lbp_52,lbp_53,lbp_54,lbp_55,lbp_56,lbp_57,lbp_58,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation,glcm_ASM,entropy,label,path
476.0,83.84062043356595,0.6360744769530906,0.9482071713147411,0.8509574596581791,1.0,0.16923342804744146,0.0018418742004195985,0.0001780490327926786,3.959863558685173e-06,5.229982732003027e-11,6.975750505587522e-08,9.121554874538235e-11,129.08074951171875,4.291276931762695,116.0,136.0,160.96141052246094,37.018211364746094,38.0,255.0,187.5041046142578,17.798500061035156,142.0,233.0,101.17720794677734,21.499338150024414,47.0,175.0,171.08360290527344,10.036383628845215,135.0,188.0,71.18113708496094,14.934550285339355,45.0,114.0,0.023222579492675956,0.05180421579135405,0.04465880671668453,0.10753840657377635,0.20971775634155054,0.19649874955341193,0.09789210432297249,0.08038585209003216,0.08967488388710254,0.09860664523043944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8765614990390778,0.9723077015101544,0.9401221209497482,0.8666842928854234,0.883829602299053,4.61859419442397,Benign,./data/Original/Benign/WBC-Benign-450.jpg
932.0,168.8528137423857,0.8818114762980924,0.7438148443735035,0.41077988808968247,1.0,0.27147855036789736,0.02982231086344212,0.007611745926798356,0.0029677033752039178,1.3470078183305404e-05,0.00045876541053683416,4.18423514707735e-06,120.21471405029297,10.182208061218262,0.0,143.0,73.78901672363281,51.733001708984375,0.0,220.0,154.26312255859375,18.264461517333984,103.0,214.0,124.3724365234375,24.668201446533203,54.0,193.0,141.1450653076172,13.045944213867188,121.0,177.0,105.08267974853516,18.3385066986084,55.0,130.0,0.013407821229050279,0.025139664804469275,0.03445065176908752,0.10353817504655494,0.2579143389199255,0.2681564245810056,0.1074487895716946,0.06014897579143389,0.07318435754189945,0.05661080074487896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8928971812940425,0.9546461940193335,0.8845854876194096,0.878898722682937,0.7824914849068686,4.385619429411228,Benign,./data/Original/Benign/WBC-Benign-429.jpg
1742.0,408.6883835420683,0.8972542543729659,0.5572616762635957,0.13106098496042093,1.0,0.4246808141855441,0.08186513208827793,0.017742746873096103,0.00490233360388888,3.952229317558653e-05,0.0013574613756657612,-2.2986703957321055e-05,117.31997680664062,15.946627616882324,0.0,158.0,92.95433044433594,59.812156677246094,0.0,255.0,136.2646026611328,23.929668426513672,81.0,206.0,102.84566497802734,22.938888549804688,38.0,185.0,143.32357788085938,15.203198432922363,120.0,186.0,102.80400848388672,19.596607208251953,50.0,134.0,0.008612919379068603,0.013820731096644967,0.033650475713570355,0.12418627941912869,0.3390085127691537,0.2656985478217326,0.08422633950926389,0.043765648472709064,0.048673009514271406,0.03835753630445669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.436499039077515,0.9098874783557583,0.787278450431539,0.8580110958965708,0.6198073585138851,4.437142035212449,Benign,./data/Original/Benign/WBC-Benign-419.jpg
3165.0,657.4650788387052,0.6947331785755765,0.4856529077796532,0.09201067098696873,1.0,0.3761342612783927,0.01431491616548195,0.02332052649000921,0.0003229300835173982,8.826606171865569e-07,3.850593511167699e-05,-7.912870305070323e-08,115.61550903320312,12.918184280395508,0.0,150.0,52.63077163696289,37.6641845703125,0.0,182.0,144.3668975830078,20.139083862304688,84.0,222.0,127.4329833984375,19.52451515197754,53.0,217.0,134.9691925048828,9.564332008361816,120.0,164.0,113.04218292236328,13.541674613952637,73.0,134.0,0.012051705705121974,0.018757896782972107,0.03401691126445719,0.11342210127320439,0.2962387015259014,0.2750510253668967,0.09621926329089318,0.051025366896685784,0.05617649917387501,0.047040528719992224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.469230461242795,0.9094669550246984,0.7793010584949416,0.8669805126556841,0.6073101397713364,4.169800089271807,Benign,./data/Original/Benign/WBC-Benign-485.jpg
712.0,126.95331880577405,0.6533053040514955,0.9012658227848102,0.5551390020337222,1.0,0.17457770638673226,0.002243255522943582,2.2400362688067427e-05,2.4515337398129927e-05,3.7366070299239643e-10,1.0723708502091625e-06,4.36370566986898e-10,129.6006622314453,4.684958457946777,0.0,158.0,149.7854461669922,48.19055938720703,4.0,255.0,186.2381134033203,18.751401901245117,107.0,226.0,107.2525863647461,21.7022647857666,61.0,204.0,168.0305938720703,13.929719924926758,128.0,191.0,75.7850341796875,15.755576133728027,49.0,129.0,0.020256304257957835,0.02728400165357586,0.043819760231500623,0.12112443158329889,0.26994625878462175,0.22902025630425796,0.09136006614303431,0.06366267052501033,0.06324927656056221,0.07027697395618024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6908231902626523,0.9767566263414439,0.9477787398212254,0.8797478513397724,0.89828453965711,4.520300183304924,Benign,./data/Original/Benign/WBC-Benign-293.jpg
1271.0,226.58683245815342,0.8876161349290467,0.6606029106029107,0.31109001938796893,1.0,0.3044135739846652,0.03914938432501554,0.002590334056883106,0.000587050085700133,5.610230917902055e-07,1.1712258830176437e-05,-4.575077797183918e-07,119.39192962646484,8.549307823181152,60.0,158.0,75.15339660644531,51.563411712646484,9.0,255.0,141.25588989257812,16.310302734375,73.0,199.0,114.35311126708984,23.41704750061035,44.0,163.0,140.1173858642578,13.601128578186035,122.0,183.0,106.69731140136719,16.421537399291992,57.0,132.0,0.002931863492435792,0.006215550603963879,0.014307493843086666,0.08889410109065322,0.431687580626246,0.31288847191274777,0.07036472381845901,0.025331300574645246,0.029905007622845082,0.01747390641491732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.671104260089686,0.9244808920782746,0.8182753988765415,0.8662790160610471,0.6695746284065632,4.355323523258028,Benign,./data/Original/Benign/WBC-Benign-291.jpg
666.0,176.8528137423857,0.8330089877484589,0.685890834191555,0.26758400241947694,1.0,0.33130650129067635,0.030981928625822573,0.018554684563360357,0.0015610920109982935,-8.401745723996012e-06,-0.0002724739006155253,-1.3922215787136067e-09,131.63705444335938,4.975694179534912,118.0,140.0,184.02938842773438,35.95827865600586,78.0,255.0,184.8373260498047,14.64287281036377,145.0,221.0,93.00614929199219,21.0634708404541,45.0,165.0,178.52767944335938,7.613736629486084,141.0,194.0,67.55229187011719,11.329940795898438,44.0,102.0,0.007518796992481203,0.01572112098427888,0.02939166097060834,0.1291866028708134,0.30758714969241285,0.2713602187286398,0.09432672590567327,0.04579630895420369,0.06630211893369788,0.032809295967190705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8931374119154388,0.9852346423423253,0.9680998006045416,0.8549449917636484,0.9372172239305532,4.5770095422000585,Benign,./data/Original/Benign/WBC-Benign-412.jpg
881.0,156.2670273047588,0.9366315157895175,0.8067765567765568,0.4533682173001548,1.0,0.303034206275011,0.056067910483030975,6.93429190136073e-05,1.2366275697653305e-05,2.0588551978939097e-10,7.020794552635881e-07,-2.9790306318063726e-10,129.80743408203125,3.6149957180023193,108.0,138.0,171.9911346435547,39.98651123046875,21.0,255.0,166.36810302734375,19.765531539916992,105.0,218.0,86.05683135986328,18.838525772094727,45.0,142.0,170.2472381591797,11.538177490234375,128.0,185.0,74.09903717041016,12.561447143554688,58.0,124.0,0.008393285371702638,0.013189448441247002,0.022781774580335732,0.11558752997601919,0.35083932853717026,0.27697841726618705,0.08465227817745803,0.04364508393285372,0.044124700239808155,0.03980815347721822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8407671364509928,0.9648670109729888,0.9109681885972986,0.8712449047586545,0.8298630406362433,4.266852651551932,Benign,./data/Original/Benign/WBC-Benign-011.jpg
1045.0,240.92388155425118,0.9501258295813235,0.5981682884945622,0.2262384680856941,1.0,0.5006432258055329,0.16965293344438626,0.0547756182020121,0.025319853993877168,0.000896573442757196,0.007557275507341721,-0.0002920574549627043,113.82799530029297,12.084802627563477,39.0,141.0,71.70315551757812,44.32128143310547,3.0,233.0,130.98521423339844,20.218830108642578,59.0,201.0,110.53878021240234,21.884103775024414,45.0,205.0,135.78810119628906,13.308615684509277,117.0,181.0,110.6007308959961,15.423888206481934,50.0,133.0,0.006218467675701044,0.01900739176346357,0.0337909186906019,0.10923383785052211,0.32030975008799717,0.2874574680276898,0.09503695881731784,0.043059955414760064,0.04833978646016661,0.03754546521177989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6571708840486865,0.9190976797486008,0.8168400824555074,0.8545951903619883,0.6672277203059203,4.374585272880043,Benign,./data/Original/Benign/WBC-Benign-172.jpg
717.0,148.36753236814712,0.9059585918259674,0.7331288343558282,0.4093089795765839,1.0,0.2940424495416181,0.04188415582047639,0.004050931191684708,0.0003066798853825671,-2.031974340808902e-07,-5.728741576750395e-05,-2.748744567700278e-07,130.47792053222656,12.537665367126465,40.0,143.0,151.94595336914062,41.40559387207031,4.0,255.0,179.02890014648438,15.772880554199219,124.0,221.0,105.8284683227539,19.244096755981445,62.0,184.0,168.90794372558594,14.1052885055542,124.0,191.0,79.22237396240234,13.820170402526855,49.0,132.0,0.005084292213005084,0.014717687985014717,0.024886272411024885,0.10008027829810008,0.34814021942734813,0.30024083489430026,0.0842922130050843,0.039603960396039604,0.044153063955044154,0.0388011774150388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7338645099295324,0.9656115795145922,0.9191918472983137,0.8659348188071684,0.8449136521396864,4.373738954878778,Benign,./data/Original/Benign/WBC-Benign-087.jpg
